TagID,min,max,mean,Area_sqkm
EKF_01,,,,0
EKM_01,0,113.1766047,10.58869029,643.8129021
EKM_02,0,157.9752857,9.950099828,1035.165152
EKM_03,0,243.2642677,12.22473995,1155.10882
EKM_06,0,274.8555781,10.78017202,2299.705526
WKF_16,,,,0
WKF_18,,,,0
WKM_10,0,337.3609083,20.67056412,1879.92994
WOM_01,,,,0
